,TEAM,NATIONALITY,POSITION,AGE,POTENTIAL,NAME
3394,Konyaspor ,Serbia,Defensa central|Mediocampista defensivo,27,Bueno,Marko Jevtovic
3395,Çaykur Rizespor ,Paraguay,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),24,Bueno,Braian Samudio
3396,1. FC Union Berlin ,Germany,Defensa lateral|Mediocampista lateral|Extremo (Extremo izquierdo),27,Bueno,Marius Bülter
3397,Shakhtar Donetsk ,Brazil,Extremo (Extremo izquierdo),21,Muy bueno,Fernando
3398,Hamburger SV ,Germany,Mediocampista defensivo|Mediocampista central,21,Muy bueno,Adrian Fein
3399,Dinamo Zagreb ,Croatia,Mediocampista central|Mediocampista ofensivo,22,Muy bueno,Lovro Majer
3400,Legia Warszawa ,Brazil,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo|Extremo (Extremo izquierdo),23,Bueno,Luquinhas
3401,CFR Cluj ,Romania,Mediocampista ofensivo|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),25,Bueno,Alexandru Paun
3402,Extremadura UD ,Uruguay,Mediocampista defensivo|Mediocampista central,28,Bueno,Giovanni Zarfino
3403,RC Strasbourg Alsace ,France,Defensa lateral|Defensa central,20,Muy bueno,Mohamed Simakan
3404,Sivasspor ,Brazil,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),27,Bueno,Fernando Andrade
3405,Manchester United ,England,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),19,Muy bueno,Brandon Williams
3406,Boavista FC ,Portugal,Mediocampista lateral|Extremo (Extremo derecho),23,Bueno,Heriberto Tavares
3407,FC Red Bull Salzburg ,Zambia,Mediocampista defensivo|Mediocampista central,22,Bueno,Enock Mwepu
3408,ADO Den Haag ,Romania,Defensa central|Mediocampista defensivo,21,Muy bueno,Tudor Balu?a
3409,FC Nantes ,France,Mediocampista central|Mediocampista ofensivo,21,Muy bueno,Imran Louza
3410,Free Agents ,Romania,Defensa central,24,Muy bueno,Ionu? Nedelcearu
3411,AS Monaco Football Club SA ,France,Defensa central,19,Bueno,Benoît Badiashile
3412,Wellington Phoenix ,New Zealand,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),19,Muy bueno,Liberato Cacace
3413,FC Paços de Ferreira ,Canada,Mediocampista defensivo|Mediocampista central,23,Muy bueno,Stephen Eustáquio
3414,1. FC Nürnberg ,Greece,Defensa central,22,Muy bueno,Konstantinos Mavropanos
3415,Puebla ,Colombia,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,27,Bueno,Omar Fernández
3416,RSC Anderlecht ,Belgium,Mediocampista defensivo|Mediocampista central,20,Muy bueno,Albert Sambi Lokonga
3417,Kaizer Chiefs ,Nigeria,Portero,34,Bueno,Daniel Akpeyi
3418,R. Zaragoza ,Portugal,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),25,Bueno,André Pereira
3419,AS Monaco Football Club SA ,France,Mediocampista central,20,Bueno,Aurélien Tchouaméni
3420,Dijon FCO ,France,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,21,Bueno,Mounir Chouiar
3421,Defensa y Justicia ,Argentina,Defensa central,22,Bueno,David Martínez
3422,Al Ahli ,Algeria,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,28,Bueno,Youcef Belaïli
3423,OGC Nice ,Cameroon,Delantero|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),21,Bueno,Ignatius Ganago
3424,Club Nacional de Football ,Uruguay,Mediocampista ofensivo,23,Muy bueno,Rodrigo Amaral
3425,Lazio ,Slovakia,Defensa central,24,Bueno,Denis Vavro
3426,Arsenal de Sarandí ,Argentina,Delantero,27,Bueno,Juan Manuel García
3427,1. FC Köln ,Kosovo,Mediocampista central,22,Muy bueno,Elvis Rexhbeçaj
3428,FC Zürich ,Switzerland,Defensa lateral|Mediocampista defensivo|Mediocampista central,21,Muy bueno,Kevin Rüegg
3429,Sparta Praha ,Slovakia,Defensa central,29,Bueno,Lukáš Štetina
3430,Bologna ,Denmark,Delantero|Mediocampista ofensivo|Extremo (Extremo derecho),20,Muy bueno,Andreas Skov Olsen
3431,PAOK ,Brazil,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),21,Muy bueno,Léo Jabá
3432,AEK Athens ,Greece,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Konstantinos Galanopoulos
3433,FC Dallas ,Honduras,Mediocampista lateral (Mediocampista derecho)|Mediocampista central,26,Bueno,Bryan Acosta
3434,FC Bayern München ,France,Mediocampista central,20,Muy bueno,Mickaël Cuisance
3435,Vélez Sarsfield ,Uruguay,Defensa central,27,Bueno,Matías de los Santos
3436,Hellas Verona ,Italy,Mediocampista central|Delantero central,23,Muy bueno,Matteo Pessina
3437,Sporting Charleroi ,Iran,Delantero,28,Bueno,Kaveh Rezaei
3438,Guadalajara ,Mexico,Delantero,20,Muy bueno,José Juan Macías
3439,Torino ,Brazil,Defensa central,23,Muy bueno,Bremer
3440,Stade Brestois 29 ,France,Mediocampista defensivo|Mediocampista central,21,Bueno,Ibrahima Diallo
3441,1. FC Nürnberg ,Germany,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,21,Muy bueno,Robin Hack
3442,Jagiellonia Bialystok ,Romania,Defensa central,26,Bueno,Bogdan ?îru
3443,RCD Mallorca ,Greece,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),25,Bueno,Leonardo Koutris
3444,LASK Linz ,Austria,Defensa central,26,Bueno,Philipp Wiesinger
3445,SC Paderborn 07 ,Ghana,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,26,Bueno,Christopher Antwi-Adjej
3446,Sivasspor ,Turkey,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),25,Bueno,Emre Kilinç
3447,SK Rapid Wien ,Austria,Defensa lateral (lateral derecha)|Extremo|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),24,Bueno,Maximilian Ullmann
3448,LAFC ,Canada,Mediocampista defensivo|Mediocampista central,25,Bueno,Mark-Anthony Kaye
3449,Portimonense SC ,Brazil,Defensa central,28,Bueno,Jadson
3450,Brentford ,England,Defensa central,27,Bueno,Ethan Pinnock
3451,Antalyaspor ,Turkey,Defensa lateral,26,Bueno,Nazim Sangaré
3452,CA Osasuna ,Spain,Defensa lateral|Mediocampista lateral,25,Bueno,Nacho Vidal
3453,PFC CSKA Moscow ,Iceland,Delantero|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,21,Muy bueno,Arnór Sigur?sson
3454,Feyenoord ,Netherlands,Defensa lateral (lateral derecha),20,Muy bueno,Tyrell Malacia
3455,Real Betis ,Mexico,Mediocampista lateral|Mediocampista central|Mediocampista ofensivo,20,Muy bueno,Diego Lainez
3456,RSC Anderlecht ,Panama,Defensa lateral|Defensa central,24,Bueno,Michael Murillo
3457,RCD Mallorca ,Japan,Mediocampista lateral|Mediocampista central|Mediocampista ofensivo,19,Muy bueno,Takefusa Kubo
3458,Marítimo ,Portugal,Mediocampista lateral|Mediocampista ofensivo,22,Muy bueno,Bruno Xadas
3459,Antalyaspor ,Argentina,Delantero,28,Bueno,Gustavo Blanco Leschuk
3460,Nottingham Forest ,Portugal,Defensa lateral (lateral derecha),23,Bueno,Yuri Ribeiro
3461,LAFC ,Ghana,Mediocampista central|Mediocampista ofensivo|Extremo (Extremo derecho),23,Bueno,Latif Blessing
3462,Dynamo Kyiv ,Ukraine,Defensa lateral|Mediocampista lateral,28,Bueno,Oleksandr Karavaev
3463,SC Braga ,Portugal,Defensa central,23,Muy bueno,Bruno Wilson
3464,BSC Young Boys ,Switzerland,Mediocampista defensivo|Mediocampista central,23,Muy bueno,Michel Aebischer
3465,AS Saint-Étienne ,France,Mediocampista lateral|Mediocampista central,21,Muy bueno,Zaydou Youssouf
3466,IFK Norrköping ,Sweden,Portero,23,Bueno,Isak Pettersson
3467,Alanyaspor ,Greece,Mediocampista defensivo|Mediocampista central,26,Bueno,Manolis Siopis
3468,Panathinaikos FC ,Greece,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),23,Bueno,Anastasios Chatzigiovanis
3469,FC Lorient ,France,Delantero,26,Bueno,Pierre-Yves Hamel
3470,Brescia ,Czech Republic,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),26,Bueno,Jaromír Zmrhal
3471,Santos Laguna ,Mexico,Defensa lateral (lateral derecha),21,Bueno,Gerardo Arteaga
3472,AS Saint-Étienne ,France,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),22,Muy bueno,Arnaud Nordin
3473,Dijon FCO ,New Caledonia,Defensa central|Mediocampista defensivo,32,Bueno,Wesley Lautoa
3474,PAOK ,Greece,Defensa lateral (lateral derecha),24,Bueno,Dimitris Giannoulis
3475,FC Emmen ,Peru,Mediocampista central|Mediocampista ofensivo,24,Bueno,Sergio Peña
3476,Ceará Sporting Club ,Brazil,Defensa lateral (lateral derecha)|Mediocampista central,28,Bueno,Marlion Simões
3477,Internacional ,Brazil,Defensa lateral (lateral derecha),24,Bueno,Enzo Merques
3478,Estudiantes de La Plata ,Argentina,Mediocampista defensivo|Mediocampista central,23,Muy bueno,Iván Gómez
3479,OGC Nice ,France,Defensa lateral,24,Bueno,Patrick Burner
3480,Stade Brestois 29 ,France,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),22,Muy bueno,Irvin Cardona
3481,Fiorentina ,Spain,Defensa lateral|Mediocampista lateral,22,Bueno,Pol Lirola
3482,KAA Gent ,Georgia,Delantero,26,Bueno,Giorgi Kvilitaia
3483,FC København ,Denmark,Defensa central,21,Muy bueno,Victor Nelsson
3484,Albacete BP ,Spain,Mediocampista lateral,25,Bueno,Álvaro Jiménez
3485,Monterrey ,Mexico,Mediocampista defensivo|Mediocampista central,23,Bueno,Carlos Rodríguez
3486,Vitesse ,Slovakia,Mediocampista central|Mediocampista ofensivo,24,Bueno,Matúš Bero
3487,Santos Laguna ,Mexico,Portero,24,Bueno,Carlos Acevedo
3488,Wolverhampton Wanderers ,Portugal,Extremo|Extremo (Extremo izquierdo),21,Muy bueno,Rúben Vinagre
3489,Fortuna Düsseldorf ,Ghana,Delantero|Mediocampista lateral (Mediocampista derecho),24,Bueno,Nana Ampomah
3490,VfB Stuttgart ,Switzerland,Portero,22,Muy bueno,Gregor Kobel
3491,Lecce ,Ukraine,Mediocampista defensivo|Mediocampista central|Mediocampista ofensivo,29,Bueno,Yevhen Shakhov
3492,RCD Mallorca ,Serbia,Defensa central,28,Bueno,Aleksandar Sedlar
3493,FC Augsburg ,Finland,Mediocampista ofensivo,22,Bueno,Fredrik Jensen
3494,Granada CF ,Cameroon,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Yan Brice Eteki
3495,Fortuna Düsseldorf ,Ghana,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),22,Muy bueno,Bernard Tekpetey
3496,FC Porto ,Portugal,Defensa central,21,Muy bueno,Diogo Leite
3497,ESTAC Troyes ,Morocco,Lateral (lateral izquierdo)|Defensa lateral|Extremo (Extremo derecho),29,Bueno,Oualid El Hajjam
3498,FC Midtjylland ,Brazil,Mediocampista central|Mediocampista ofensivo,22,Muy bueno,Evander
3499,Getafe CF ,Nigeria,Mediocampista defensivo|Mediocampista central,24,Bueno,Oghenekaro Etebo
3500,SV Werder Bremen ,Germany,Delantero|Extremo (Extremo derecho),22,Muy bueno,Johannes Eggestein
3501,Gil Vicente FC ,Brazil,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),24,Bueno,Lourency
3502,Blackburn Rovers ,England,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Lewis Travis
3503,Sport-Club Freiburg ,Hungary,Mediocampista lateral (Mediocampista derecho)|Delantero central,23,Bueno,Roland Sallai
3504,Columbus Crew SC ,Brazil,Mediocampista defensivo|Mediocampista central,24,Bueno,Artur
3505,Granada CF ,Venezuela,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Yangel Herrera
3506,Atlético Mineiro ,Brazil,Delantero,20,Bueno,Rômulo Calsede
3507,Sampdoria ,England,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Ronaldo Vieira
3508,Milan ,Brazil,Defensa lateral|Defensa central,24,Muy bueno,Léo Duarte
3509,Gazisehir Gaziantep Futbol Kulübü ,Brazil,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),34,Bueno,Júnior Morais
3510,Spartak Moscow ,Russia,Portero,22,Muy bueno,Alexandr Maksimenko
3511,Stade Brestois 29 ,France,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),23,Bueno,Samuel Grandsir
3512,Club América ,Mexico,Defensa lateral|Defensa lateral (lateral derecha),22,Bueno,Jorge Sánchez
3513,Adelaide United ,Australia,Mediocampista lateral|Mediocampista central|Mediocampista ofensivo,21,Bueno,Riley McGree
3514,D.C. United ,United States,Defensa lateral|Mediocampista defensivo|Mediocampista central,25,Bueno,Russell Canouse
3515,FC Red Bull Salzburg ,Denmark,Lateral (lateral izquierdo)|Defensa lateral|Mediocampista lateral|Extremo (Extremo derecho),23,Bueno,Rasmus Kristensen
3516,Lokomotiv Moscow ,Russia,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),23,Bueno,Rifat Zhemaletdinov
3517,Cádiz CF ,Spain,Mediocampista defensivo|Mediocampista central,30,Bueno,Garrido
3518,Unión de Santa Fe ,Argentina,Delantero,23,Bueno,Franco Troyansky
3519,Bologna ,Japan,Defensa lateral|Defensa central,21,Muy bueno,Takehiro Tomiyasu
3520,FK Austria Wien ,Austria,Delantero|Mediocampista lateral (Mediocampista derecho),27,Bueno,Christoph Monschein
3521,Kashima Antlers ,Japan,Delantero,28,Bueno,Shoma Doi
3522,Club Atlético Banfield ,Argentina,Defensa lateral (lateral derecha),23,Muy bueno,Claudio Bravo
3523,Club Atlético Peñarol ,Uruguay,Defensa central|Mediocampista defensivo,27,Bueno,Fabricio Formiliano
3524,Sanfrecce Hiroshima ,Japan,Mediocampista lateral (Mediocampista derecho),33,Bueno,Yoshifumi Kashiwa
3525,Al Ain FC ,Japan,Defensa lateral (lateral derecha)|Defensa central|Mediocampista defensivo,31,Bueno,Tsukasa Shiotani
3526,VfB Stuttgart ,Japan,Mediocampista defensivo|Mediocampista central,27,Bueno,Wataru Endo
3527,Gamba Osaka ,Japan,Portero,34,Bueno,Masaaki Higashiguchi
3528,Urawa Red Diamonds ,Brazil,Defensa central,28,Bueno,Maurício
3529,Manchester United ,Netherlands,Defensa lateral|Defensa central,22,Muy bueno,Timothy Fosu-Mensah
3530,Vélez Sarsfield ,Argentina,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),26,Bueno,Agustín Bouzat
3531,SPAL ,Italy,Mediocampista defensivo|Mediocampista central,23,Bueno,Alessandro Murgia
3532,Gallos Blancos de Querétaro ,Colombia,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),25,Bueno,Jeison Lucumi
3533,West Bromwich Albion ,England,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),22,Muy bueno,Grady Diangana
3534,FC Twente ,Spain,Extremo (Extremo derecho),24,Bueno,Aitor
3535,Nottingham Forest ,Portugal,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,23,Muy bueno,João Carvalho
3536,Unión de Santa Fe ,Argentina,Mediocampista central,24,Bueno,Jalil Elías
3537,Stade Brestois 29 ,France,Defensa lateral (lateral derecha),22,Bueno,Romain Perraud
3538,Olympiacos CFP ,Turkey,Delantero|Mediocampista lateral,23,Bueno,Emre Mor
3539,1. FC Heidenheim 1846 ,Germany,Mediocampista defensivo,22,Muy bueno,Niklas Dorsch
3540,FC Nantes ,Mali,Defensa lateral (lateral derecha),28,Bueno,Charles Traoré
3541,Konyaspor ,Slovenia,Defensa lateral,31,Bueno,Nejc Skubic
3542,Celtic ,Bosnia & Herzegovina,Defensa central,25,Bueno,Jozo Šimunovic
3543,América de Cali ,Colombia,Mediocampista lateral|Extremo (Extremo izquierdo),23,Muy bueno,Duván Vergara
3544,FC København ,Uruguay,Delantero,27,Bueno,Michael Santos
3545,Fluminense ,Brazil,Defensa lateral|Mediocampista defensivo,24,Bueno,Hugo Rubiães
3546,Chapecoense ,Brazil,Delantero|Mediocampista ofensivo|Delantero central,32,Bueno,Nilsito Vilela
3547,Grêmio ,Brazil,Delantero,20,Bueno,Paulao Junqueiras
3548,Botafogo ,Brazil,Mediocampista ofensivo|Delantero central,24,Bueno,Adrián Burnabão
3549,Cruzeiro ,Brazil,Mediocampista ofensivo|Delantero central,20,Bueno,Jessé Ledeiro
3550,Avaí ,Brazil,Mediocampista central|Mediocampista ofensivo,20,Bueno,Jairinhazo
3551,Ceará Sporting Club ,Brazil,Defensa lateral|Mediocampista defensivo|Mediocampista lateral,24,Bueno,Alessinito
3552,Chapecoense ,Brazil,Mediocampista defensivo|Mediocampista central,20,Bueno,Porphirinho
3553,Avaí ,Brazil,Defensa lateral (lateral derecha)|Mediocampista defensivo,28,Bueno,Vieiraldo Junior
3554,Goiás ,Brazil,Mediocampista defensivo|Mediocampista central|Mediocampista ofensivo,20,Bueno,Pimentiscinho
3555,Botafogo ,Brazil,Mediocampista defensivo|Mediocampista central,24,Bueno,Timo Triano
3556,Cruzeiro ,Brazil,Mediocampista defensivo|Mediocampista central,24,Bueno,Otávinho Vila
3557,São Paulo ,Brazil,Mediocampista lateral|Mediocampista ofensivo,24,Bueno,Igor Madinha
3558,Avaí ,Brazil,Defensa central|Mediocampista defensivo,20,Bueno,Alexandre Frandeira
3559,Santos ,Brazil,Lateral (lateral izquierdo)|Defensa lateral|Mediocampista lateral|Extremo (Extremo derecho),24,Bueno,Silvosinho
3560,Club Athletico Paranaense ,Brazil,Defensa lateral|Mediocampista lateral,24,Bueno,Tramontinaldo
3561,Santos ,Brazil,Defensa lateral (lateral derecha),28,Bueno,Flávio Rebeilo
3562,Centro Sportivo Alagoano ,Brazil,Defensa lateral (lateral derecha),28,Bueno,Jeff Meirson
3563,Fortaleza ,Brazil,Defensa lateral (lateral derecha),24,Bueno,Jonas Damasto
3564,Club Athletico Paranaense ,Brazil,Portero,24,Bueno,André Milazisco
3565,Goiás ,Brazil,Delantero,28,Bueno,Josué da Feira
3566,Avaí ,Brazil,Delantero,28,Bueno,Walter Silvieiro
3567,Goiás ,Brazil,Delantero,28,Bueno,Cristian Lodeira
3568,Centro Sportivo Alagoano ,Brazil,Delantero|Extremo (Extremo derecho),28,Bueno,Thiago Alminxa
3569,Bahia ,Brazil,Delantero|Mediocampista lateral,24,Bueno,Santi da Bruma
3570,Cruzeiro ,Brazil,Mediocampista ofensivo,28,Bueno,Mauro Riboas
3571,Fluminense ,Brazil,Delantero|Mediocampista lateral|Mediocampista ofensivo,28,Bueno,Carleto Costinha
3572,Centro Sportivo Alagoano ,Brazil,Mediocampista central|Mediocampista ofensivo,24,Bueno,Clayton Fildeiras
3573,Palmeiras ,Brazil,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),32,Bueno,Caio Chissano
3574,Botafogo ,Brazil,Defensa lateral (lateral derecha)|Defensa central,24,Bueno,Jorge Carvallinho
3575,Palmeiras ,Brazil,Portero,24,Bueno,Túlio Changas
3576,São Paulo ,Brazil,Portero,36,Bueno,Sacramentinho
3577,AS Saint-Étienne ,Senegal,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Assane Dioussé
3578,FC Girondins de Bordeaux ,France,Defensa lateral|Mediocampista lateral,23,Bueno,Enock Kwateng
3579,AD Alcorcón ,Scotland,Delantero|Mediocampista lateral|Mediocampista ofensivo,24,Bueno,Jack Harper
3580,Stade de Reims ,France,Defensa central,22,Muy bueno,Axel Disasi
3581,Sparta Praha ,Ghana,Delantero,23,Muy bueno,Benjamin Tetteh
3582,Free Agents ,Poland,Mediocampista defensivo,27,Bueno,Jacek Góralski
3583,Çaykur Rizespor ,Turkey,Portero,25,Bueno,Gökhan Akkan
3584,Cádiz CF ,Spain,Defensa central|Mediocampista defensivo,26,Bueno,Fali
3585,Deportes Tolima ,Colombia,Portero,25,Bueno,Álvaro Montero
3586,Godoy Cruz ,Argentina,Defensa central,24,Bueno,Tomás Cardona
3587,Shakhtar Donetsk ,Ukraine,Mediocampista defensivo,27,Bueno,Maksym Malyshev
3588,Club León ,Chile,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,27,Bueno,Jean Meneses
3589,Granada CF ,Portugal,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo derecho),23,Bueno,Gil Dias
3590,New York Red Bulls ,Egypt,Defensa lateral (lateral derecha)|Defensa central,28,Bueno,Amro Tarek
3591,Wigan Athletic ,United States,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),22,Muy bueno,Antonee Robinson
3592,Antalyaspor ,Brazil,Mediocampista lateral|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),30,Bueno,Amilton
3593,Willem II ,Greece,Delantero|Extremo (Extremo izquierdo),21,Muy bueno,Evangelos Pavlidis
3594,AZ ,Netherlands,Defensa lateral (lateral derecha)|Mediocampista central,24,Bueno,Thomas Ouwejan
3595,Football Club de Metz ,France,Mediocampista defensivo|Mediocampista central,24,Bueno,Kévin N'Doram
3596,Sporting CP ,Portugal,Mediocampista ofensivo,25,Bueno,Francisco Geraldes
3597,Club Atlético Talleres ,Argentina,Lateral (lateral izquierdo)|Defensa lateral|Extremo (Extremo derecho),25,Bueno,Leonardo Godoy
3598,Standard de Liège ,Kosovo,Defensa lateral,25,Bueno,Mërgim Vojvoda
3599,AS Saint-Étienne ,Spain,Defensa lateral,24,Bueno,Sergi Palencia
3600,Club Olimpia ,Paraguay,Portero,32,Bueno,Alfredo Aguilar
3601,Perth Glory ,Australia,Delantero|Extremo (Extremo derecho),25,Bueno,Christopher Ikonomidis
3602,Vancouver Whitecaps FC ,Korea Republic,Mediocampista central|Mediocampista ofensivo|Extremo (Extremo izquierdo),23,Bueno,Hwang In beom
3603,Wuhan Zall Professional FC ,Ivory Coast,Delantero|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),25,Bueno,Jean Evrard Kouassi
